Optimization,Result
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globaldce -globalopt -gvn -indvars, secure
-constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -constmerge -globaldce -globalopt -gvn -indvars, secure
-argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -globaldce -globalopt -gvn -indvars, secure
-break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -globaldce -globalopt -gvn -indvars, secure
-codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -globalopt -gvn -indvars, secure
-dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -dce -globaldce -globalopt -gvn -indvars, secure
-adce -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -dce -globaldce -globalopt -gvn -indvars, secure
-break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-adce -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -globaldce -globalopt -gvn -indvars, secure
-codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -globalopt -gvn -indvars, secure
-constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-always-inline -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -always-inline -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-argpromotion -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-adce -argpromotion -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -globaldce -globalopt -gvn -indvars, secure
